Design,YYYY,MM,DD.dddddddddd,Accuracy,HH,MM_2,SS.sss,Accuracy_2,RMS,F,Bias,Resid,sDD,MM_3,SS.ss,Accuracy_3,RMS_2,F_2,Bias_2,Resid_2
99942,2021,02,06.97407,1.000E-05,11,16,18.350,1.414E-01,2.142,F,0.000,-0.236,-19,28,41.80,1.000E-01,2.142,F,0.000,-0.034
99942,2021,02,06.97524,1.000E-05,11,16,18.170,1.414E-01,2.142,F,0.000,0.155,-19,28,41.60,1.000E-01,2.142,F,0.000,-0.012
99942,2021,02,06.97640,1.000E-05,11,16,17.960,1.414E-01,2.142,F,0.000,0.098,-19,28,41.40,1.000E-01,2.142,F,0.000,0.010
99942,2021,02,06.97759,1.000E-05,11,16,17.740,1.414E-01,2.142,F,0.000,-0.023,-19,28,41.20,1.000E-01,2.142,F,0.000,0.027
99942,2021,02,06.98581,1.000E-05,11,16,16.270,1.414E-01,2.142,F,0.000,-0.122,-19,28,39.70,1.000E-01,2.142,F,0.000,0.234
99942,2021,02,06.98697,1.000E-05,11,16,16.070,1.414E-01,2.142,F,0.000,-0.025,-19,28,39.60,1.000E-01,2.142,F,0.000,0.147
99942,2021,02,06.98813,1.000E-05,11,16,15.860,1.414E-01,2.142,F,0.000,-0.069,-19,28,39.60,1.000E-01,2.142,F,0.000,-0.041
99942,2021,02,06.98928,1.000E-05,11,16,15.660,1.414E-01,2.142,F,0.000,0.005,-19,28,39.40,1.000E-01,2.142,F,0.000,-0.028
99942,2021,02,07.349894,1.000E-06,11,15,18.710,1.414E-01,0.800,F,0.000,0.131,-19,28,12.80,1.000E-01,0.800,F,0.000,-0.352
99942,2021,02,07.355256,1.000E-06,11,15,17.750,1.414E-01,0.800,F,0.000,0.235,-19,28,11.40,1.000E-01,0.800,F,0.000,-0.030
99942,2021,02,07.360616,1.000E-06,11,15,16.820,1.414E-01,0.800,F,0.000,0.777,-19,28,10.00,1.000E-01,0.800,F,0.000,0.271
99942,2021,02,07.365979,1.000E-06,11,15,15.810,1.414E-01,0.800,F,0.000,0.212,-19,28,09.20,1.000E-01,0.800,F,0.000,-0.050
99942,2021,02,07.43483,1.000E-05,11,15,03.260,1.414E-01,1.732,F,0.234,-0.136,-19,27,53.10,1.000E-01,1.732,F,-0.130,0.009
99942,2021,02,07.43550,1.000E-05,11,15,03.150,1.414E-01,1.732,F,0.234,0.025,-19,27,52.90,1.000E-01,1.732,F,-0.130,0.032
99942,2021,02,07.43618,1.000E-05,11,15,03.020,1.414E-01,1.732,F,0.234,-0.072,-19,27,52.80,1.000E-01,1.732,F,-0.130,-0.047
99942,2021,02,07.43685,1.000E-05,11,15,02.900,1.414E-01,1.732,F,0.234,-0.054,-19,27,52.60,1.000E-01,1.732,F,-0.130,-0.025
99942,2021,02,07.43752,1.000E-05,11,15,02.780,1.414E-01,1.732,F,0.234,-0.035,-19,27,52.40,1.000E-01,1.732,F,-0.130,-0.003
99942,2021,02,07.43819,1.000E-05,11,15,02.670,1.414E-01,1.732,F,0.234,0.124,-19,27,52.30,1.000E-01,1.732,F,-0.130,-0.081
99942,2021,02,07.45126,1.000E-05,11,15,00.300,1.414E-01,1.732,F,0.273,-0.016,-19,27,48.60,1.000E-01,1.732,F,-0.137,0.085
99942,2021,02,07.45193,1.000E-05,11,15,00.180,1.414E-01,1.732,F,0.273,-0.002,-19,27,48.50,1.000E-01,1.732,F,-0.137,0.001
99942,2021,02,07.45260,1.000E-05,11,15,00.050,1.414E-01,1.732,F,0.273,-0.130,-19,27,48.40,1.000E-01,1.732,F,-0.137,-0.084
99942,2021,02,07.45328,1.000E-05,11,14,59.930,1.414E-01,1.732,F,0.273,-0.092,-19,27,48.30,1.000E-01,1.732,F,-0.137,-0.173
99942,2021,02,07.45395,1.000E-05,11,14,59.810,1.414E-01,1.732,F,0.273,-0.079,-19,27,48.00,1.000E-01,1.732,F,-0.137,-0.058
99942,2021,02,07.45463,1.000E-05,11,14,59.690,1.414E-01,1.732,F,0.273,-0.042,-19,27,47.70,1.000E-01,1.732,F,-0.137,0.053
99942,2021,02,07.523813,1.000E-06,11,14,49.840,1.414E-01,0.800,F,0.000,-0.027,-19,27,22.80,1.000E-01,0.800,F,0.000,-0.044
99942,2021,02,07.527041,1.000E-06,11,14,49.240,1.414E-01,0.800,F,0.000,-0.049,-19,27,21.80,1.000E-01,0.800,F,0.000,0.156
99942,2021,02,07.532917,1.000E-06,11,14,48.160,1.414E-01,0.800,F,0.000,0.083,-19,27,20.50,1.000E-01,0.800,F,0.000,-0.024
99942,2021,02,07.545992,1.000E-06,11,14,45.802,1.414E-02,0.200,F,0.000,0.276,-19,27,17.90,1.000E-02,0.200,F,0.000,0.154
99942,2021,02,07.546318,1.000E-06,11,14,45.680,1.414E-01,0.800,F,0.000,0.132,-19,27,16.90,1.000E-01,0.800,F,0.000,0.096
99942,2021,02,07.566605,1.000E-06,11,14,41.973,1.414E-02,0.200,F,0.000,0.016,-19,27,12.43,1.000E-02,0.200,F,0.000,0.021
99942,2021,02,07.576957,1.000E-06,11,14,40.065,1.414E-02,0.200,F,0.000,0.024,-19,27,09.46,1.000E-02,0.200,F,0.000,0.049
99942,2021,02,07.66002,1.000E-05,11,14,28.330,1.415E-01,0.600,F,0.000,-0.020,-19,25,59.20,1.000E-01,0.600,F,0.000,0.041
99942,2021,02,07.66175,1.000E-05,11,14,28.010,1.415E-01,0.600,F,0.000,-0.038,-19,25,58.80,1.000E-01,0.600,F,0.000,0.014
99942,2021,02,07.66433,1.000E-05,11,14,27.540,1.415E-01,0.600,F,0.000,0.039,-19,25,58.20,1.000E-01,0.600,F,0.000,-0.028
99942,2021,02,07.89610,1.000E-05,11,13,52.770,1.415E-01,1.162,F,0.000,-0.008,-19,24,58.20,1.000E-01,1.162,F,0.000,0.063
99942,2021,02,07.89736,1.000E-05,11,13,52.540,1.415E-01,1.162,F,0.000,-0.073,-19,24,58.00,1.000E-01,1.162,F,0.000,0.033
99942,2021,02,07.89859,1.000E-05,11,13,52.320,1.415E-01,1.162,F,0.000,-0.070,-19,24,57.90,1.000E-01,1.162,F,0.000,-0.092
99942,2021,02,07.89981,1.000E-05,11,13,52.100,1.415E-01,1.162,F,0.000,-0.090,-19,24,57.70,1.000E-01,1.162,F,0.000,-0.116
99942,2021,02,07.90112,1.000E-05,11,13,51.870,1.415E-01,1.162,F,0.000,-0.020,-19,24,57.40,1.000E-01,1.162,F,0.000,-0.058
99942,2021,02,07.90235,1.000E-05,11,13,51.650,1.415E-01,1.162,F,0.000,-0.008,-19,24,57.10,1.000E-01,1.162,F,0.000,0.014
99942,2021,02,07.90358,1.000E-05,11,13,51.430,1.415E-01,1.162,F,0.000,0.006,-19,24,56.90,1.000E-01,1.162,F,0.000,-0.014
99942,2021,02,07.90484,1.000E-05,11,13,51.200,1.415E-01,1.162,F,0.000,-0.043,-19,24,56.60,1.000E-01,1.162,F,0.000,0.051
99942,2021,02,07.90608,1.000E-05,11,13,50.980,1.415E-01,1.162,F,0.000,0.002,-19,24,56.40,1.000E-01,1.162,F,0.000,0.019
99942,2021,02,07.90733,1.000E-05,11,13,50.750,1.415E-01,1.162,F,0.000,-0.066,-19,24,56.20,1.000E-01,1.162,F,0.000,-0.016
99942,2021,02,07.90855,1.000E-05,11,13,50.530,1.415E-01,1.162,F,0.000,-0.066,-19,24,56.00,1.000E-01,1.162,F,0.000,-0.046
99942,2021,02,07.90979,1.000E-05,11,13,50.310,1.415E-01,1.162,F,0.000,-0.013,-19,24,55.80,1.000E-01,1.162,F,0.000,-0.081
99942,2021,02,07.91105,1.000E-05,11,13,50.080,1.415E-01,1.162,F,0.000,-0.048,-19,24,55.50,1.000E-01,1.162,F,0.000,-0.021
99942,2021,02,07.91230,1.000E-05,11,13,49.850,1.415E-01,1.162,F,0.000,-0.105,-19,24,55.30,1.000E-01,1.162,F,0.000,-0.059
99942,2021,02,07.91352,1.000E-05,11,13,49.620,1.415E-01,1.162,F,0.000,-0.237,-19,24,55.00,1.000E-01,1.162,F,0.000,0.007
99942,2021,02,08.29413,1.000E-05,11,12,46.060,1.415E-01,0.500,F,0.153,-0.020,-19,23,57.90,1.000E-01,0.500,F,-0.243,0.056
99942,2021,02,08.31911,1.000E-05,11,12,41.400,1.415E-01,0.500,F,0.153,0.033,-19,23,51.70,1.000E-01,0.500,F,-0.243,0.001
99942,2021,02,08.33075,1.000E-05,11,12,39.570,1.415E-01,1.000,F,-0.027,0.342,-19,23,49.40,1.000E-01,1.000,F,-0.146,-0.118
99942,2021,02,08.34244,1.000E-05,11,12,37.010,1.415E-01,0.500,F,0.153,0.141,-19,23,45.40,1.000E-01,0.500,F,-0.243,0.069
99942,2021,02,08.34247,1.000E-05,11,12,37.350,1.415E-01,1.000,F,-0.027,-0.034,-19,23,46.00,1.000E-01,1.000,F,-0.146,0.229
99942,2021,02,08.35357,1.000E-05,11,12,35.260,1.415E-01,1.000,F,-0.027,-0.088,-19,23,42.90,1.000E-01,1.000,F,-0.146,0.350
99942,2021,02,08.557112,1.000E-06,11,11,58.680,1.415E-01,0.800,F,0.000,-0.060,-19,22,28.90,1.000E-01,0.800,F,0.000,-0.032
99942,2021,02,08.590617,1.000E-06,11,11,52.210,1.415E-01,0.800,F,0.000,-0.049,-19,22,16.50,1.000E-01,0.800,F,0.000,-0.078
99942,2021,02,08.595149,1.000E-06,11,11,51.300,1.415E-01,0.800,F,0.000,-0.607,-19,22,14.40,1.000E-01,0.800,F,0.000,0.271
99942,2021,02,08.602019,1.000E-06,11,11,50.030,1.415E-01,0.800,F,0.000,0.058,-19,22,12.00,1.000E-01,0.800,F,0.000,-0.012
99942,2021,02,09.30555,1.000E-05,11,09,52.370,1.416E-01,0.500,F,0.268,-0.209,-19,18,06.60,1.000E-01,0.500,F,-0.277,0.295
99942,2021,02,09.32880,1.000E-05,11,09,47.790,1.416E-01,0.500,F,0.268,-0.217,-19,17,58.80,1.000E-01,0.500,F,-0.277,0.066
99942,2021,02,09.35051,1.000E-05,11,09,43.480,1.416E-01,0.500,F,0.268,-0.260,-19,17,50.90,1.000E-01,0.500,F,-0.277,0.113
99942,2021,02,09.86950,1.000E-05,11,08,11.700,1.416E-01,1.039,F,0.000,-0.373,-19,14,18.80,1.000E-01,1.039,F,0.000,0.009
99942,2021,02,09.87378,1.000E-05,11,08,10.870,1.416E-01,1.039,F,0.000,-0.186,-19,14,17.10,1.000E-01,1.039,F,0.000,0.040
99942,2021,02,09.87593,1.000E-05,11,08,10.430,1.416E-01,1.039,F,0.000,-0.411,-19,14,16.20,1.000E-01,1.039,F,0.000,0.098
99942,2021,02,09.90031,1.000E-05,11,08,05.620,1.416E-01,1.039,F,0.000,-0.099,-19,14,06.70,1.000E-01,1.039,F,0.000,-0.144
99942,2021,02,09.90888,1.000E-05,11,08,03.910,1.416E-01,1.039,F,0.000,-0.134,-19,14,03.00,1.000E-01,1.039,F,0.000,0.045
99942,2021,02,09.91102,1.000E-05,11,08,03.490,1.416E-01,1.039,F,0.000,-0.035,-19,14,02.30,1.000E-01,1.039,F,0.000,-0.139
99942,2021,02,09.91638,1.000E-05,11,08,02.410,1.416E-01,1.039,F,0.000,-0.169,-19,14,00.20,1.000E-01,1.039,F,0.000,-0.266
99942,2021,02,09.92172,1.000E-05,11,08,01.350,1.416E-01,1.039,F,0.000,-0.058,-19,13,57.80,1.000E-01,1.039,F,0.000,-0.103
99942,2021,02,09.92494,1.000E-05,11,08,00.700,1.416E-01,1.039,F,0.000,-0.135,-19,13,56.60,1.000E-01,1.039,F,0.000,-0.260
99942,2021,02,09.92708,1.000E-05,11,08,00.280,1.416E-01,1.039,F,0.000,-0.013,-19,13,55.60,1.000E-01,1.039,F,0.000,-0.166
99942,2021,02,09.92815,1.000E-05,11,08,00.070,1.416E-01,1.039,F,0.000,0.049,-19,13,55.00,1.000E-01,1.039,F,0.000,-0.020
99942,2021,02,09.93137,1.000E-05,11,07,59.410,1.416E-01,1.039,F,0.000,-0.158,-19,13,53.80,1.000E-01,1.039,F,0.000,-0.191
99942,2021,02,10.475918,1.000E-06,11,06,19.420,1.417E-01,0.800,F,0.000,0.174,-19,09,19.40,1.000E-01,0.800,F,0.000,0.105
99942,2021,02,10.478679,1.000E-06,11,06,18.830,1.417E-01,0.800,F,0.000,0.111,-19,09,18.10,1.000E-01,0.800,F,0.000,0.089
99942,2021,02,10.483743,1.000E-06,11,06,17.760,1.417E-01,0.800,F,0.000,0.178,-19,09,15.80,1.000E-01,0.800,F,0.000,-0.041
99942,2021,02,10.89419,1.000E-05,11,05,00.170,1.417E-01,2.179,F,-0.003,-0.356,-19,06,04.50,1.000E-01,2.179,F,-0.011,0.711
99942,2021,02,10.89697,1.000E-05,11,04,59.600,1.417E-01,2.179,F,-0.003,-0.354,-19,06,03.50,1.000E-01,2.179,F,-0.011,0.232
99942,2021,02,10.89835,1.000E-05,11,04,59.330,1.417E-01,2.179,F,-0.003,-0.168,-19,06,03.10,1.000E-01,2.179,F,-0.011,-0.104
99942,2021,02,10.90113,1.000E-05,11,04,58.750,1.417E-01,2.179,F,-0.003,-0.305,-19,06,01.00,1.000E-01,2.179,F,-0.011,0.510
99942,2021,02,10.90252,1.000E-05,11,04,58.430,1.417E-01,2.179,F,-0.003,-0.799,-19,06,00.80,1.000E-01,2.179,F,-0.011,-0.034
99942,2021,02,10.90255,1.000E-05,11,04,58.040,1.417E-01,0.600,F,0.000,-0.205,-19,05,53.30,1.000E-01,0.600,F,0.000,-0.212
99942,2021,02,10.90669,1.000E-05,11,04,57.640,1.417E-01,2.179,F,-0.003,0.133,-19,05,57.80,1.000E-01,2.179,F,-0.011,0.727
99942,2021,02,10.90685,1.000E-05,11,04,57.160,1.417E-01,0.600,F,0.000,0.215,-19,05,50.80,1.000E-01,0.600,F,0.000,-0.078
99942,2021,02,10.90808,1.000E-05,11,04,57.340,1.417E-01,2.179,F,-0.003,-0.076,-19,05,57.30,1.000E-01,2.179,F,-0.011,0.478
99942,2021,02,10.90947,1.000E-05,11,04,57.050,1.417E-01,2.179,F,-0.003,-0.143,-19,05,56.70,1.000E-01,2.179,F,-0.011,0.328
99942,2021,02,10.91086,1.000E-05,11,04,56.770,1.417E-01,2.179,F,-0.003,-0.068,-19,05,56.40,1.000E-01,2.179,F,-0.011,-0.122
99942,2021,02,10.91116,1.000E-05,11,04,56.220,1.417E-01,0.600,F,0.000,-0.189,-19,05,48.30,1.000E-01,0.600,F,0.000,0.037
99942,2021,02,10.91224,1.000E-05,11,04,56.490,1.417E-01,2.179,F,-0.003,-0.022,-19,05,55.60,1.000E-01,2.179,F,-0.011,-0.069
99942,2021,02,10.91363,1.000E-05,11,04,56.200,1.417E-01,2.179,F,-0.003,-0.088,-19,05,55.20,1.000E-01,2.179,F,-0.011,-0.422
99942,2021,02,10.91581,1.000E-05,11,04,55.250,1.417E-01,0.600,F,0.000,-0.002,-19,05,45.90,1.000E-01,0.600,F,0.000,-0.151
99942,2021,02,10.91780,1.000E-05,11,04,55.350,1.417E-01,2.179,F,-0.003,-0.003,-19,05,52.40,1.000E-01,2.179,F,-0.011,0.113
99942,2021,02,10.91919,1.000E-05,11,04,55.070,1.417E-01,2.179,F,-0.003,0.072,-19,05,51.50,1.000E-01,2.179,F,-0.011,0.256
99942,2021,02,10.92197,1.000E-05,11,04,54.480,1.417E-01,2.179,F,-0.003,-0.201,-19,05,49.90,1.000E-01,2.179,F,-0.011,0.339
99942,2021,02,10.92336,1.000E-05,11,04,54.220,1.417E-01,2.179,F,-0.003,0.158,-19,05,49.60,1.000E-01,2.179,F,-0.011,-0.121
99942,2021,02,10.92474,1.000E-05,11,04,53.910,1.417E-01,2.179,F,-0.003,-0.221,-19,05,48.60,1.000E-01,2.179,F,-0.011,0.123
99942,2021,02,10.92613,1.000E-05,11,04,53.650,1.417E-01,2.179,F,-0.003,0.138,-19,05,47.90,1.000E-01,2.179,F,-0.011,0.061
99942,2021,02,10.92752,1.000E-05,11,04,53.350,1.417E-01,2.179,F,-0.003,-0.070,-19,05,47.50,1.000E-01,2.179,F,-0.011,-0.302
99942,2021,02,10.92891,1.000E-05,11,04,53.080,1.417E-01,2.179,F,-0.003,0.147,-19,05,46.50,1.000E-01,2.179,F,-0.011,-0.067
99942,2021,02,11.019757,1.000E-06,11,04,37.010,1.418E-01,0.600,F,0.000,0.102,-19,04,54.70,1.000E-01,0.600,F,0.000,0.052
99942,2021,02,11.024395,1.000E-06,11,04,36.060,1.418E-01,0.600,F,0.000,0.285,-19,04,52.00,1.000E-01,0.600,F,0.000,0.322
99942,2021,02,11.029027,1.000E-06,11,04,35.080,1.418E-01,0.600,F,0.000,0.037,-19,04,50.00,1.000E-01,0.600,F,0.000,-0.117
99942,2021,02,11.033590,1.000E-06,11,04,34.110,1.418E-01,0.600,F,0.000,-0.260,-19,04,47.10,1.000E-01,0.600,F,0.000,0.368
99942,2021,02,11.08983,1.000E-05,11,04,20.470,1.418E-01,0.600,F,0.000,0.345,-19,04,08.60,1.000E-01,0.600,F,0.000,0.863
99942,2021,02,11.09839,1.000E-05,11,04,18.720,1.418E-01,0.600,F,0.000,0.404,-19,04,03.70,1.000E-01,0.600,F,0.000,0.419
99942,2021,02,11.10161,1.000E-05,11,04,18.050,1.418E-01,0.600,F,0.000,0.238,-19,04,01.80,1.000E-01,0.600,F,0.000,0.300
99942,2021,02,11.373639,1.000E-06,11,03,28.100,1.418E-01,0.500,F,0.000,0.315,-19,01,26.20,1.000E-01,0.500,F,0.000,-0.945
99942,2021,02,11.383579,1.000E-06,11,03,25.910,1.418E-01,0.500,F,0.000,-0.028,-19,01,19.50,1.000E-01,0.500,F,0.000,-0.058
99942,2021,02,11.388741,1.000E-06,11,03,24.790,1.418E-01,0.500,F,0.000,0.041,-19,01,16.40,1.000E-01,0.500,F,0.000,-0.008
99942,2021,02,11.393894,1.000E-06,11,03,23.660,1.418E-01,0.500,F,0.000,-0.061,-19,01,13.40,1.000E-01,0.500,F,0.000,-0.074
99942,2021,02,11.83782,1.000E-05,11,01,59.140,1.419E-01,0.600,F,0.000,-1.351,-18,56,46.50,1.000E-01,0.600,F,0.000,1.291
99942,2021,02,11.84211,1.000E-05,11,01,58.280,1.419E-01,0.600,F,0.000,-0.596,-18,56,43.10,1.000E-01,0.600,F,0.000,2.266
99942,2021,02,11.86100,1.000E-05,11,01,54.460,1.419E-01,0.600,F,0.000,2.537,-18,56,31.40,1.000E-01,0.600,F,0.000,3.169
99942,2021,02,11.88199,1.000E-05,11,01,48.590,1.419E-01,1.500,F,-0.003,0.056,-18,56,28.10,1.000E-01,1.500,F,-0.011,0.346
99942,2021,02,11.88548,1.000E-05,11,01,47.510,1.419E-01,0.600,F,0.000,0.321,-18,56,18.90,1.000E-01,0.600,F,0.000,-0.324
99942,2021,02,11.88824,1.000E-05,11,01,47.240,1.419E-01,1.500,F,-0.003,-0.137,-18,56,24.40,1.000E-01,1.500,F,-0.011,0.136
99942,2021,02,11.89605,1.000E-05,11,01,45.170,1.419E-01,0.600,F,0.000,0.186,-18,56,11.90,1.000E-01,0.600,F,0.000,-0.090
99942,2021,02,11.89657,1.000E-05,11,01,45.480,1.419E-01,1.500,F,-0.003,0.177,-18,56,18.70,1.000E-01,1.500,F,-0.011,0.592
99942,2021,02,11.89865,1.000E-05,11,01,44.980,1.419E-01,1.500,F,-0.003,-0.602,-18,56,17.30,1.000E-01,1.500,F,-0.011,0.677
99942,2021,02,11.89964,1.000E-05,11,01,44.370,1.419E-01,0.600,F,0.000,0.065,-18,56,09.50,1.000E-01,0.600,F,0.000,-0.007
99942,2021,02,11.90282,1.000E-05,11,01,44.140,1.419E-01,1.500,F,-0.003,0.144,-18,56,15.50,1.000E-01,1.500,F,-0.011,-0.167
99942,2021,02,11.90322,1.000E-05,11,01,43.560,1.419E-01,0.600,F,0.000,-0.232,-18,56,07.30,1.000E-01,0.600,F,0.000,-0.127
99942,2021,02,11.90699,1.000E-05,11,01,43.220,1.419E-01,1.500,F,-0.003,-0.244,-18,56,12.50,1.000E-01,1.500,F,-0.011,0.179
99942,2021,02,11.90907,1.000E-05,11,01,42.790,1.419E-01,1.500,F,-0.003,-0.027,-18,56,11.90,1.000E-01,1.500,F,-0.011,-0.549
99942,2021,02,11.91324,1.000E-05,11,01,41.890,1.419E-01,1.500,F,-0.003,-0.130,-18,56,08.50,1.000E-01,1.500,F,-0.011,0.183
99942,2021,02,11.91532,1.000E-05,11,01,41.420,1.419E-01,1.500,F,-0.003,-0.480,-18,56,06.80,1.000E-01,1.500,F,-0.011,0.548
99942,2021,02,12.309019,1.000E-06,11,00,24.270,1.419E-01,0.800,F,0.000,-0.132,-18,51,36.00,1.000E-01,0.800,F,0.000,0.078
99942,2021,02,12.314013,1.000E-06,11,00,23.160,1.419E-01,0.800,F,0.000,0.029,-18,51,33.00,1.000E-01,0.800,F,0.000,-0.090
99942,2021,02,12.319002,1.000E-06,11,00,22.030,1.419E-01,0.800,F,0.000,-0.088,-18,51,29.70,1.000E-01,0.800,F,0.000,0.027
99942,2021,02,12.323994,1.000E-06,11,00,20.910,1.419E-01,0.800,F,0.000,-0.033,-18,51,26.60,1.000E-01,0.800,F,0.000,-0.078
99942,2021,02,12.397379,1.000E-06,11,00,07.440,1.420E-01,0.800,F,0.000,0.110,-18,50,24.50,1.000E-01,0.800,F,0.000,-0.022
99942,2021,02,12.414855,1.000E-06,11,00,03.500,1.420E-01,0.800,F,0.000,0.090,-18,50,13.70,1.000E-01,0.800,F,0.000,-0.022
99942,2021,02,12.420349,1.000E-06,11,00,02.250,1.420E-01,0.800,F,0.000,0.008,-18,50,10.20,1.000E-01,0.800,F,0.000,0.034
99942,2021,02,12.445449,1.000E-06,10,59,56.540,1.420E-01,0.800,F,0.000,0.091,-18,49,54.20,1.000E-01,0.800,F,0.000,-0.010
99942,2021,02,12.88228,1.000E-05,10,58,26.460,1.420E-01,1.323,F,-0.043,2.886,-18,44,48.90,1.000E-01,1.323,F,-0.044,-0.715
99942,2021,02,12.88671,1.000E-05,10,58,25.430,1.420E-01,1.323,F,-0.043,2.900,-18,44,44.20,1.000E-01,1.323,F,-0.044,0.808
99942,2021,02,12.88991,1.000E-05,10,58,24.550,1.420E-01,1.323,F,-0.043,0.983,-18,44,41.70,1.000E-01,1.323,F,-0.044,1.003
99942,2021,02,12.89465,1.000E-05,10,58,23.290,1.420E-01,1.323,F,-0.043,-1.231,-18,44,39.70,1.000E-01,1.323,F,-0.044,-0.428
99942,2021,02,12.89788,1.000E-05,10,58,22.590,1.420E-01,1.323,F,-0.043,-0.483,-18,44,36.20,1.000E-01,1.323,F,-0.044,0.723
99942,2021,02,12.90194,1.000E-05,10,58,21.750,1.420E-01,1.323,F,-0.043,1.027,-18,44,33.20,1.000E-01,1.323,F,-0.044,0.758
99942,2021,02,12.90523,1.000E-05,10,58,20.940,1.420E-01,1.323,F,-0.043,0.417,-18,44,30.90,1.000E-01,1.323,F,-0.044,0.645
99942,2021,02,13.00616,1.000E-05,10,57,59.550,1.421E-01,0.600,F,0.000,-0.174,-18,43,29.50,1.000E-01,0.600,F,0.000,-0.141
99942,2021,02,13.02134,1.000E-05,10,57,56.080,1.421E-01,0.600,F,0.000,-0.227,-18,43,17.30,1.000E-01,0.600,F,0.000,0.486
99942,2021,02,13.03652,1.000E-05,10,57,52.660,1.421E-01,0.600,F,0.000,0.368,-18,43,05.90,1.000E-01,0.600,F,0.000,0.154
99942,2021,02,13.041977,1.000E-06,10,57,53.065,1.421E-02,0.080,T,0.000,0.030,-18,42,58.32,1.000E-02,0.080,T,0.000,0.056
99942,2021,02,13.042697,1.000E-06,10,57,52.700,1.421E-01,0.600,F,0.000,0.431,-18,43,05.40,1.000E-01,0.600,F,0.000,-0.163
99942,2021,02,13.046169,1.000E-06,10,57,51.830,1.421E-01,0.600,F,0.000,-0.775,-18,43,02.60,1.000E-01,0.600,F,0.000,0.063
99942,2021,02,13.049641,1.000E-06,10,57,51.120,1.421E-01,0.600,F,0.000,0.295,-18,43,00.20,1.000E-01,0.600,F,0.000,-0.119
99942,2021,02,13.053117,1.000E-06,10,57,50.320,1.421E-01,0.600,F,0.000,0.103,-18,42,57.30,1.000E-01,0.600,F,0.000,0.189
99942,2021,02,13.074511,1.000E-06,10,57,45.538,1.421E-02,0.080,T,0.000,0.010,-18,42,34.03,1.000E-02,0.080,T,0.000,0.081
99942,2021,02,13.107043,1.000E-06,10,57,38.014,1.421E-02,0.080,T,0.000,0.051,-18,42,08.99,1.000E-02,0.080,T,0.000,0.044
99942,2021,02,13.12285,1.000E-05,10,57,37.820,1.421E-01,1.000,F,-0.043,-0.053,-18,40,43.60,1.000E-01,1.000,F,-0.044,-0.581
99942,2021,02,13.139591,1.000E-06,10,57,30.513,1.421E-02,0.080,T,0.000,0.053,-18,41,43.05,1.000E-02,0.080,T,0.000,0.102
99942,2021,02,13.16822,1.000E-05,10,57,27.380,1.421E-01,1.000,F,-0.043,-0.022,-18,40,10.70,1.000E-01,1.000,F,-0.044,0.030
99942,2021,02,13.171479,1.000E-06,10,57,23.218,1.421E-02,0.080,T,0.000,0.007,-18,41,16.99,1.000E-02,0.080,T,0.000,0.083
99942,2021,02,13.88523,1.000E-05,10,54,53.640,1.422E-01,0.600,F,0.000,-0.077,-18,31,50.10,1.000E-01,0.600,F,0.000,0.059
99942,2021,02,13.88882,1.000E-05,10,54,52.810,1.422E-01,0.600,F,0.000,0.258,-18,31,46.90,1.000E-01,0.600,F,0.000,0.207
99942,2021,02,13.89234,1.000E-05,10,54,51.960,1.422E-01,0.600,F,0.000,0.070,-18,31,44.00,1.000E-01,0.600,F,0.000,0.106
99942,2021,02,13.89599,1.000E-05,10,54,51.080,1.422E-01,0.600,F,0.000,-0.108,-18,31,41.20,1.000E-01,0.600,F,0.000,-0.216
99942,2021,02,14.492130,1.000E-06,10,52,41.720,1.423E-01,0.800,F,0.000,0.020,-18,22,46.50,1.000E-01,0.800,F,0.000,-0.105
99942,2021,02,14.527041,1.000E-06,10,52,33.070,1.424E-01,0.800,F,0.000,-0.062,-18,22,14.20,1.000E-01,0.800,F,0.000,-0.132
99942,2021,02,14.530264,1.000E-06,10,52,32.280,1.424E-01,0.800,F,0.000,0.029,-18,22,11.10,1.000E-01,0.800,F,0.000,-0.070
99942,2021,02,14.537173,1.000E-06,10,52,30.570,1.424E-01,0.800,F,0.000,-0.033,-18,22,04.50,1.000E-01,0.800,F,0.000,-0.015
99942,2021,02,14.56197,1.000E-05,10,52,28.380,1.424E-01,0.600,F,0.000,0.024,-18,20,45.60,1.000E-01,0.600,F,0.000,-0.025
99942,2021,02,14.56544,1.000E-05,10,52,27.530,1.424E-01,0.600,F,0.000,-0.064,-18,20,42.60,1.000E-01,0.600,F,0.000,-0.015
99942,2021,02,14.56804,1.000E-05,10,52,26.920,1.424E-01,0.600,F,0.000,0.262,-18,20,40.40,1.000E-01,0.600,F,0.000,-0.062
99942,2021,02,14.77648,1.000E-05,10,51,42.010,1.424E-01,0.600,F,0.000,0.081,-18,18,24.60,1.000E-01,0.600,F,0.000,-0.976
99942,2021,02,14.78322,1.000E-05,10,51,40.310,1.424E-01,0.671,F,0.000,-0.142,-18,18,18.10,1.000E-01,0.671,F,0.000,0.767
99942,2021,02,14.78741,1.000E-05,10,51,39.360,1.424E-01,0.671,F,0.000,0.820,-18,18,15.30,1.000E-01,0.671,F,0.000,-0.031
99942,2021,02,14.79117,1.000E-05,10,51,38.480,1.424E-01,0.600,F,0.000,0.578,-18,18,11.20,1.000E-01,0.600,F,0.000,-0.152
99942,2021,02,14.79160,1.000E-05,10,51,38.240,1.424E-01,0.671,F,0.000,-0.609,-18,18,11.60,1.000E-01,0.671,F,0.000,0.060
